SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.022031783,0.14212674,56,0,4009.0,6546.070586486853,9,0,2,0,2.0
0.010961839,0.022738142,41,0,0.343160782,5833.0,5,0,1,0,3.0
0.073821936,0.005893211,57,1,0.386379019,11819.0,25,0,4,0,1.0
0.287884333,0.603509659,47,0,1.009598604,4583.0,21,0,12,0,3.0
0.245160209,0.715499066,40,2,0.642835504,3300.0,12,0,2,0,0.0
0.076593354,0.640013926,46,0,0.854994215,2592.0,13,0,1,0,0.0
0.006129752,0.025266165,60,0,0.348583548,6600.0,8,0,2,0,0.0
0.045576883,0.19088468,67,1,2.994208494,1035.0,23,0,1,0,0.0
0.004909608,0.003449175,79,0,5.0,2232.6792029886096,4,0,0,0,0.0
0.020647961,0.222960536,56,0,0.457949309,10415.0,12,0,2,0,3.0
0.01742812,0.019542164,41,0,0.189562088,5000.0,15,0,0,0,0.0
0.02667599,0.524461145,56,0,0.412297893,8163.0,9,0,2,0,3.0
0.017151702,0.083716694,52,0,0.105468338,9490.0,18,0,0,0,0.0
0.024239212,0.12714116,87,0,0.135945622,2500.0,14,0,0,0,0.0
0.008482681,0.004229082,45,0,0.282128747,8605.0,5,0,2,0,1.0
0.044724311,0.9999999,48,0,0.29995905,4883.0,4,0,2,0,0.0
0.017280897,0.09828419,36,0,0.375484586,5416.0,13,0,1,0,0.0
0.074366364,0.553245935,47,1,0.3496557,6534.0,8,0,1,0,1.0
0.009776008,0.113111018,69,0,0.037392521,5000.0,4,0,0,0,1.0
0.178212766,0.623466258,29,1,0.007997715,3500.0,6,0,0,0,0.0
0.080175127,0.586821108,59,1,0.323968393,3416.0,7,0,0,0,0.0
0.061570061,0.473293345,36,1,0.475249939,4100.0,6,0,1,0,3.0
0.030859558,0.404983801,63,0,0.023952352,46675.0,6,0,0,0,1.0
0.011230419,0.042376836,48,0,0.291894162,16666.0,8,0,2,0,0.0
0.029222439,0.0,32,0,0.440890919,1750.0,7,0,1,0,0.0
0.008157194,0.008699783,63,0,0.6961013,3000.0,6,0,1,0,0.0
0.019058966,0.017808676,46,0,0.748034754,2416.0,6,0,2,0,0.0
0.01452435,0.128594901,74,0,0.795734755,3000.0,22,0,2,0,0.0
0.012277612,0.057245192,44,0,0.402049829,12000.0,9,0,2,0,0.0
0.151081983,0.9999999,36,0,0.00239952,5000.0,0,0,0,0,0.0
0.005728414,0.060830479,60,0,0.27274191,6210.0,8,0,1,0,0.0
0.653720377,0.9999999,52,98,0.020302695,2708.0,0,98,0,98,0.0
0.019032413,0.304505013,53,0,1909.0,3872.479443948162,8,0,1,0,0.0
0.121704726,1.007999,31,0,0.12593588,5208.0,3,0,0,0,0.0
0.007328554,0.205385796,71,0,0.167160055,10133.0,8,0,1,0,0.0
0.174704384,0.9999999,34,1,0.322838581,2000.0,3,0,0,0,0.0
0.015734037,0.146739206,45,0,0.186481352,10000.0,10,0,1,0,2.0
0.043413121,0.789460527,60,0,0.174165795,8600.0,6,0,1,0,0.0
0.084293499,0.461022124,49,0,1.02429402,4815.0,15,0,1,0,2.0
0.028663334,0.178906103,40,0,0.830723092,3000.0,13,0,2,0,1.0
0.041008401,0.0,62,0,3764.0,6225.857596231052,14,0,3,0,0.0
0.018661901,0.04553706,38,0,0.421822272,8000.0,10,0,2,0,4.0
0.019722179,0.179955135,50,0,0.273643863,12000.0,9,0,1,0,0.0
0.045850402,0.0,25,0,0.358946213,1821.0,7,0,0,0,0.0
0.011839708,0.076354096,80,0,0.095634096,7695.0,13,0,0,0,0.0
0.018839962,0.274073057,48,0,0.224086484,20442.0,10,0,2,0,5.0
0.012724313,0.0,49,0,0.481076863,5125.0,6,0,2,0,0.0
0.075973855,0.670106417,22,0,0.172031077,900.0,3,0,0,0,0.0
0.013782852,0.0,45,0,743.0,3731.358538829299,8,0,1,0,0.0
0.028947297,0.2484951,26,0,0.22406639,2650.0,7,0,0,0,0.0
0.029213575,0.121839737,25,0,0.712418301,764.0,6,0,0,0,0.0
0.077168578,0.471882029,33,0,0.009030801,6200.0,1,0,0,0,2.0
0.013152974,0.127925892,51,0,0.25369501,5750.0,11,0,1,0,3.0
0.012285798,0.017074014,49,0,0.333349593,20500.0,10,0,2,0,2.0
0.015793473,0.217222445,55,0,0.349096501,2600.0,4,0,1,0,1.0
0.006885334,0.002333278,61,0,0.081550486,12666.0,8,0,2,0,1.0
0.241597348,0.005574991,68,1,3.014804416,15670.0,32,0,21,0,0.0
0.025462508,0.425852948,57,0,0.421084912,14673.0,16,0,2,0,1.0
0.070294751,0.633435124,44,0,0.702283105,6569.0,13,0,1,0,3.0
0.014292691,0.010456209,51,0,0.0121673,2629.0,7,0,0,0,0.0
0.019090285,0.003817835,28,0,0.139479905,3383.0,6,0,0,0,0.0
0.05616512,0.784202555,48,0,0.255395683,5837.0,6,0,0,0,0.0
0.072471986,0.743010708,42,0,0.644246501,5500.0,8,0,2,0,2.0
0.007191891,0.065279751,63,0,1227.0,3996.288725784575,10,0,1,0,0.0
0.058808121,0.726230416,42,0,0.511542364,7883.0,8,0,1,0,2.0
0.086554757,0.00188723,37,1,2705.0,6149.531136658994,15,0,3,0,0.0
0.022156116,0.179196308,25,0,0.020753267,1300.0,3,0,0,0,0.0
0.335596417,0.691711851,42,2,0.317501361,7347.0,10,1,1,0,0.0
0.017955356,0.208787353,80,0,0.355753499,5500.0,11,0,2,0,1.0
0.00656427,0.008226938,58,0,0.17470617,8167.0,13,0,1,0,0.0
0.020557379,0.143404799,47,0,0.342215519,5966.0,11,0,2,0,0.0
0.037893824,0.178282566,54,0,6971.0,4530.083828815255,17,0,1,0,0.0
0.025000037,0.134259516,32,0,2335.0,5117.255982127843,11,0,2,0,1.0
0.023940023,0.075396229,39,0,0.720239975,3166.0,10,0,1,0,2.0
0.44122483,0.9999999,40,0,583.0,2586.4213866112837,2,1,0,1,1.0
0.096671598,0.9999999,33,0,0.058776489,2500.0,4,0,0,0,0.0
0.011400188,0.053565615,63,0,0.216343969,11000.0,15,0,2,0,0.0
0.004915471,0.007959951,64,0,1139.0,3195.444878812819,4,0,1,0,0.0
0.081307156,0.9999999,31,0,0.200719712,2500.0,4,0,0,0,0.0
0.013133488,0.0,43,0,0.29008672,5880.0,8,0,2,0,0.0
0.00729177,0.011298743,60,0,0.202783777,4166.0,11,0,1,0,0.0
0.007030134,0.137670636,61,0,0.505499214,7000.0,7,0,2,0,1.0
0.050312876,0.067472315,56,1,0.625610482,8394.0,20,0,3,0,0.0
0.012895201,0.156938644,53,0,0.154980627,8000.0,5,0,1,0,5.0
0.545554466,2.182724252,49,0,497.0,2451.503843299606,2,2,0,1,0.0
0.012196881,0.00441315,44,0,3092.0,3674.696386343136,8,0,1,0,0.0
0.031859291,0.167302177,59,0,0.24471435,15560.0,31,0,2,0,1.0
0.010082404,0.009340957,93,0,0.002749313,4000.0,6,0,0,0,1.0
0.015968269,0.008623707,50,0,0.461307738,3333.0,10,0,2,0,0.0
0.010547365,0.061956607,62,0,2103.0,4353.84364081451,6,0,2,0,0.0
0.042098549,0.276868925,37,0,0.672418752,6953.0,16,0,3,0,0.0
0.03065558,0.038497689,65,1,0.34064482,3783.0,19,0,1,0,0.0
0.072623318,0.839659145,42,0,0.43650047,7440.0,9,0,2,0,2.0
0.015207698,0.011208483,60,0,0.184545236,8333.0,6,0,0,0,0.0
0.102067698,6.06e-05,65,2,0.172082509,3538.0,8,0,0,0,0.0
0.162120186,0.176630241,67,0,0.940594059,100.0,9,1,0,0,0.0
0.008870409,0.081920615,80,0,0.291636186,4100.0,12,0,2,0,0.0
0.180322786,0.850404518,50,1,0.602526085,9104.0,13,0,3,0,0.0
0.035705584,0.0,50,1,0.501399888,12500.0,11,0,2,0,0.0
0.008372807,0.007930445,60,0,0.039027284,8429.0,11,0,1,0,0.0
0.014152684,0.0,34,0,0.227569657,7500.0,5,0,1,0,2.0
0.00487674,0.038033307,76,0,0.010418475,5758.0,7,0,0,0,0.0
0.0129789,0.0,59,0,0.536007293,3290.0,10,0,1,0,0.0
0.007195812,0.001519939,78,0,454.0,2012.1286278277153,3,0,0,0,0.0
0.019060106,0.0,37,0,0.14114202,3414.0,7,0,0,0,0.0
0.31236373,0.979429915,44,0,0.359285258,4700.0,9,1,0,0,2.0
0.012208984,0.016361653,31,0,0.116996384,4700.0,3,0,0,0,0.0
0.007954929,0.015773308,76,0,0.062423799,4100.0,5,0,0,0,1.0
0.113018534,0.0,54,2,0.606725146,2735.0,8,0,2,0,0.0
0.006613179,0.003749813,59,0,0.000879507,2273.0,4,0,0,0,0.0
0.038905925,0.48197391,56,0,0.606888251,10800.0,19,0,3,0,0.0
0.004953994,0.016171777,63,0,0.005020203,8166.0,4,0,0,0,0.0
0.016596703,0.0,35,0,0.112387868,23409.0,4,0,1,0,0.0
0.007244769,0.057502948,68,0,114.0,3217.305384274929,9,0,0,0,0.0
0.011761333,0.286390906,58,0,1973.0,4090.5611795639575,9,0,1,0,0.0
0.013135498,0.006889335,54,0,0.656827454,4166.0,11,0,1,0,3.0
0.015859099,0.0,46,0,0.60406335,6250.0,13,0,1,0,4.0
0.062242319,0.247602204,51,1,0.421939349,8012.0,9,0,3,0,2.0
0.006828061,0.0050266,64,0,741.0,4003.8230220995206,11,0,1,0,0.0
0.115281739,1.082882132,49,0,2279.0,5736.163906500514,6,0,2,0,1.0
0.019456605,0.0,44,0,0.635591102,4000.0,10,0,1,0,1.0
0.004774996,0.042934116,64,0,0.173961562,8064.0,6,0,1,0,0.0
0.013014198,0.000359993,50,0,0.795135792,12334.0,7,0,1,0,0.0
0.013302352,0.270135526,45,0,1334.0,3617.4190366316793,7,0,1,0,0.0
0.05067716,0.571639446,46,0,0.08411215,4279.0,2,0,0,0,3.0
0.01178543,0.015099748,54,0,0.008663779,3000.0,5,0,0,0,1.0
0.018627577,0.254112438,48,0,199.0,2378.3467744952286,3,0,0,0,0.0
0.603644444,49.92307692,62,1,1396.0,3722.2252898459105,6,2,0,1,0.0
0.028335898,0.278772123,33,0,2319.0,4125.782012885232,7,0,2,0,0.0
0.182249257,0.925877622,66,3,0.332060302,4974.0,9,0,1,0,1.0
0.010877284,0.0,57,0,0.315624107,3500.0,7,0,1,0,0.0
0.005903954,0.009420475,77,0,0.002739726,6204.0,7,0,0,0,0.0
0.014178757,0.0,68,0,1.012993503,2000.0,14,0,1,0,1.0
0.016521613,0.032264648,39,0,0.446766348,5550.0,13,0,1,0,0.0
0.04270116,0.607622394,31,0,0.446745562,7773.0,7,0,1,0,0.0
0.01399481,0.10725053,49,0,0.605112154,5750.0,8,0,2,0,2.0
0.33577098,1.346613546,48,1,349.0,2740.2955657550037,4,0,0,0,0.0
0.015279325,0.18961061,53,0,0.34534712,3384.0,8,0,1,0,2.0
0.091934202,0.713289152,56,0,0.259185204,4000.0,22,0,0,0,1.0
0.00996045,0.0,59,0,0.426371575,15000.0,10,0,2,0,2.0
0.009930648,0.017215349,65,0,0.39656155,10527.0,11,0,3,0,0.0
0.053142063,0.013926305,32,1,0.314481577,3500.0,7,0,2,0,1.0
0.008513427,0.048730085,46,0,0.136486351,10000.0,2,0,1,0,1.0
0.031499273,0.240282572,49,0,0.064624776,9500.0,4,0,0,0,3.0
0.016052208,0.213174897,66,0,0.282042553,11749.0,17,0,2,0,0.0
0.109559206,0.924162806,55,0,0.772163712,7500.0,14,0,3,0,1.0
0.010307879,0.140642968,64,0,84.0,1680.948332024248,1,0,0,0,0.0
0.010695251,0.033450084,51,0,0.064366954,8000.0,5,0,0,0,0.0
0.029688926,0.421034057,43,0,0.026646744,8030.0,2,0,0,0,0.0
0.085581359,0.9999999,49,0,0.041681511,14034.0,3,0,1,0,1.0
0.024680316,0.058515422,45,0,0.84083045,2600.0,13,0,1,0,1.0
0.021472605,0.0,53,0,0.14004914,2848.0,4,0,0,0,0.0
0.035231771,0.52726573,47,0,0.160789083,7400.0,5,0,0,0,3.0
0.018610097,0.148418119,53,0,0.278813064,15400.0,12,0,1,0,3.0
0.059893893,0.978675645,62,0,0.432150313,1436.0,2,0,0,0,0.0
0.019240018,0.0,41,0,0.0,3333.0,2,0,0,0,0.0
0.035379639,0.429597315,45,0,0.357663191,7000.0,10,0,1,0,2.0
0.010994793,0.20883009,72,0,1022.0,2615.698596374122,6,0,0,0,0.0
0.014978023,0.002927332,64,0,0.276258206,5483.0,16,0,2,0,0.0
0.006340587,0.029882946,73,0,0.038212816,1700.0,8,0,0,0,0.0
0.05923435,0.9999999,41,0,0.438083727,9100.0,5,0,2,0,4.0
0.032690544,0.394068341,77,0,0.197055081,5500.0,12,0,0,0,1.0
0.322638404,0.831942403,56,4,0.39885744,3850.0,21,0,0,0,0.0
0.051448445,0.809292223,72,0,0.474273675,9017.0,11,0,1,0,0.0
0.056183645,0.290154049,63,0,10564.0,5419.594835089193,22,0,2,0,0.0
0.005785579,0.185407296,67,0,680.0,3490.8027330214036,5,0,1,0,0.0
0.023592812,0.053850845,42,0,2935.0,4807.125137515566,19,0,1,0,3.0
0.005711902,0.003644731,66,0,1759.0,6455.196970172183,7,0,2,0,1.0
0.065824825,0.732133933,35,0,0.500744048,2687.0,6,0,0,0,1.0
0.006658763,0.029643172,84,0,30.0,2373.5969109507023,6,0,0,0,0.0
0.114646139,0.9999999,24,0,0.0,4223.0,0,0,0,0,0.0
0.018043047,0.36993884,39,0,0.373256945,9250.0,6,0,2,0,2.0
0.014078294,0.10742322,57,0,0.146658782,1690.0,10,0,0,0,0.0
0.012951583,0.064430288,58,0,0.167408554,5166.0,3,0,1,0,2.0
0.020744523,0.275772423,33,0,880.0,2973.8765683195147,4,0,1,0,0.0
0.066124929,0.958208358,36,0,0.227831431,4555.0,4,0,1,0,1.0
0.010610732,0.034044379,59,0,0.170060998,30000.0,14,0,2,0,1.0
0.088757132,0.626668121,46,1,0.240697824,15533.0,11,0,2,0,1.0
0.018651782,0.216438432,54,0,0.271155693,9370.0,9,0,2,0,1.0
0.00492112,0.033747591,75,0,0.015472507,4200.0,3,0,0,0,1.0
0.013219807,0.021689777,37,0,0.367581366,4700.0,11,0,2,0,0.0
0.015396718,0.020755209,64,0,0.281244231,10833.0,18,0,2,0,1.0
0.01445175,0.14958287,54,0,0.122575485,5000.0,4,0,0,0,0.0
0.012155979,0.145354186,52,0,2232.0,3757.9090100483913,7,0,1,0,0.0
0.008563725,0.022265829,58,0,0.226433961,11000.0,15,0,2,0,1.0
0.072452991,0.814895526,32,0,0.08496732,5966.0,7,0,0,0,2.0
0.011432132,0.017541359,48,0,0.318359658,6900.0,11,0,1,0,0.0
0.063680277,0.997334222,57,0,0.06231109,4300.0,2,0,0,0,0.0
0.074290148,0.732402711,51,0,4.190899001,900.0,12,0,1,0,2.0
0.360946339,0.9999999,48,2,0.0,4955.0,0,1,0,0,4.0
0.329485955,0.759181385,27,2,0.551020408,440.0,4,0,0,0,0.0
0.011390368,0.134548672,63,0,0.367797134,9700.0,13,0,2,0,0.0
0.010744189,0.206049738,63,0,0.2826448,9633.0,13,0,1,0,0.0
0.016328064,0.2038457,61,0,0.140904925,12000.0,10,0,0,0,0.0
0.006040839,0.000849958,74,0,1708.0,3712.4268714830305,6,0,2,0,0.0
0.230264954,0.180450699,44,1,858.0,4349.004098431071,11,1,1,0,0.0
0.110090581,1.098820771,76,0,789.0,0.0,3,0,0,0,0.0
0.006982921,0.026848658,82,0,16.0,2297.8873890424516,5,0,0,0,0.0
0.013949129,0.195904924,50,0,0.368877748,5185.0,6,0,2,0,2.0
0.039749013,0.9999999,52,0,0.142409782,6705.0,3,0,1,0,2.0
0.012510505,0.125989673,58,0,0.028969957,1863.0,5,0,0,0,0.0
0.004965336,0.014449134,63,0,0.166261963,7000.0,9,0,1,0,2.0
0.026009782,0.428587127,60,0,0.385600351,13666.0,11,0,2,0,1.0
0.064972925,0.883238361,31,0,0.305908513,3147.0,3,0,0,0,0.0
0.015880071,0.10892571,76,0,0.34344276,6000.0,19,0,2,0,0.0
0.034946796,0.205646242,40,0,0.631188119,3635.0,16,0,2,0,0.0
0.008479275,0.031861159,72,0,2117.0,5399.49802453268,12,0,1,0,1.0
0.033289755,0.000257085,53,0,19.0,3570.3928984296244,19,0,0,0,0.0
0.253235361,0.915307733,43,0,0.110864252,4500.0,6,1,0,0,2.0
0.293532137,0.618874773,30,0,0.024268824,1606.0,1,0,0,1,0.0
0.006343065,0.007645376,57,0,1212.0,3973.437596909706,8,0,1,0,0.0
0.115271597,0.684093698,33,0,0.439461883,8250.0,15,0,1,0,0.0
0.012758934,0.001399907,89,0,0.0,1532.4594566813175,1,0,0,0,0.0
0.011066135,0.0,50,0,1199.0,3896.6742690116544,8,0,1,0,0.0
0.033059163,0.417083304,46,0,0.503651539,3833.0,3,0,1,0,3.0
0.187257851,0.9999999,53,1,0.0,2503.469945652732,1,0,0,0,3.0
0.052559231,0.00917726,58,1,0.409808269,23000.0,16,0,4,0,0.0
0.098766087,0.849782107,27,0,0.024883359,4500.0,3,0,0,0,4.0
0.012026124,0.011324018,39,0,0.162878788,9503.0,13,0,1,0,1.0
0.014157887,0.286831101,47,0,0.293654697,4065.0,8,0,1,0,2.0
0.008488141,0.0,72,0,0.010570422,10500.0,4,0,0,0,0.0
0.050881784,0.506957355,32,0,0.075554339,3652.0,10,0,0,0,0.0
0.061902216,0.898982993,50,0,0.267183204,4000.0,7,0,0,0,0.0
0.011423465,0.034998214,46,0,0.544982007,2500.0,10,0,1,0,1.0
0.056206063,0.340200948,48,1,0.374906273,4000.0,10,0,2,0,2.0
0.03929097,0.327713637,36,0,0.789536837,4166.0,10,0,1,0,0.0
0.250264915,0.720891481,45,0,0.051474263,2000.0,3,0,0,1,2.0
0.005504501,0.081345933,60,0,0.277953674,6000.0,5,0,1,0,0.0
0.024206718,0.617271677,70,0,0.381930366,11344.0,11,0,2,0,1.0
0.059115541,0.348685811,33,0,0.320965209,12100.0,21,0,2,0,0.0
0.008758994,0.027632517,71,0,68.0,2988.369430018453,10,0,0,0,0.0
0.012360332,0.017548637,58,0,0.148234201,4303.0,17,0,0,0,0.0
0.008262482,0.008856806,75,0,0.407658598,9583.0,13,0,2,0,1.0
0.014923023,0.337493001,41,0,0.196317749,4833.0,6,0,1,0,0.0
0.019041141,0.457509237,73,0,1200.0,3002.144287337695,5,0,1,0,0.0
0.006634439,0.083144299,57,0,0.172501967,5083.0,4,0,1,0,2.0
0.083755649,0.947670009,46,0,0.494860499,8852.0,8,0,2,0,0.0
0.022402862,0.366597647,31,0,0.058125583,7500.0,4,0,0,0,0.0
0.559405514,1.066445183,35,1,0.165933627,2500.0,2,3,0,0,4.0
0.060731695,0.34019244,57,1,0.158244836,8568.0,6,0,1,0,0.0
0.057062296,0.483634515,48,0,0.567567568,6400.0,14,0,2,0,4.0
0.011726681,0.172365527,66,0,25.0,1697.036540368374,1,0,0,0,0.0
0.012078154,0.034699306,60,0,0.073642119,3000.0,8,0,0,0,0.0
0.010583196,0.052308174,40,0,1664.0,3459.0615051733903,7,0,1,0,0.0
0.015992301,0.041379116,34,0,0.208582141,7200.0,6,0,0,0,2.0
0.02941612,0.089709159,43,1,0.402213038,7500.0,11,0,1,0,0.0
0.051804347,0.9999999,57,0,0.326965793,2250.0,4,0,0,0,2.0
0.073197194,0.905861456,51,0,0.075358166,3489.0,4,0,0,0,0.0
0.379936556,0.575369852,24,2,0.089415798,7000.0,3,0,0,1,1.0
0.012346853,0.0,80,0,0.214575613,5666.0,2,0,1,0,0.0
0.022928971,0.368631369,39,0,0.127643214,2600.0,3,0,0,0,2.0
0.009905709,0.131280805,48,0,0.108642776,12333.0,10,0,1,0,2.0
0.005059849,0.006832644,82,0,0.002056908,2916.0,4,0,0,0,0.0
0.021675073,0.243358555,41,0,0.121696035,1815.0,3,0,0,0,2.0
0.010205165,0.0,63,0,0.084589748,6300.0,12,0,0,0,0.0
0.021323672,0.359217365,56,0,0.605514316,6600.0,12,0,1,0,0.0
0.005435615,0.069993637,72,0,1214.0,3312.8618136990717,7,0,1,0,0.0
0.005211346,0.071973808,71,0,0.17888965,2917.0,5,0,0,0,0.0
0.076808552,0.466309231,48,1,0.041061192,7500.0,4,0,0,0,2.0
0.005700983,0.029682648,61,0,0.234221262,4166.0,11,0,1,0,0.0
0.013611788,0.186173338,69,0,0.370450364,12500.0,9,0,2,0,0.0
0.028595408,0.105375623,61,0,0.021236073,10500.0,13,0,0,0,0.0
0.433764529,0.9999999,41,1,0.640543782,2500.0,2,1,1,0,0.0
0.028096412,0.006284729,70,1,0.653194263,2300.0,17,0,1,0,0.0
0.011689817,0.027004649,95,0,14.0,1765.2268468477846,3,0,0,0,0.0
0.34324583,0.9999999,22,98,0.0,0.0,0,98,0,98,0.0
0.221798578,0.969540805,46,2,0.405956752,2450.0,6,0,0,0,3.0
0.018021049,0.028436231,36,0,0.341331734,5000.0,8,0,1,0,0.0
0.479506716,0.763109569,27,1,0.257288292,2160.0,2,2,0,0,0.0
0.024323761,0.028928627,39,0,0.084468146,10500.0,23,0,1,0,0.0
0.319798545,0.9999999,43,2,0.514240971,10216.0,4,0,4,0,0.0
0.049012752,0.578236848,52,0,0.16960949,29166.0,13,0,2,0,1.0
0.040883188,0.533066705,33,0,0.094577554,5550.0,2,0,0,0,1.0
0.069337937,0.9999999,40,0,0.671442852,3000.0,3,0,1,0,1.0
0.273799023,0.220881416,46,4,0.157137145,2500.0,10,0,0,1,0.0
0.005742148,0.042667341,63,0,0.401323955,4833.0,6,0,1,0,1.0
0.01718744,0.014986314,60,0,8375.0,5052.78622278338,12,0,2,0,0.0
0.075160665,0.984414671,49,0,0.504740562,5800.0,9,0,1,0,1.0
0.014251214,0.036814114,51,0,0.582604349,4000.0,8,0,2,0,0.0
0.010543782,0.044292743,51,0,0.361773038,6000.0,7,0,1,0,3.0
0.00897121,0.009377361,48,0,0.235357335,5582.0,5,0,2,0,3.0
0.092984793,0.733149559,36,0,957.0,0.0,10,0,0,0,2.0
0.009843914,0.063021363,72,0,0.398981942,8250.0,12,0,2,0,0.0
0.013486765,0.0,71,0,0.495450455,10000.0,14,0,3,0,0.0
0.011503532,0.069146543,67,0,0.466766617,2000.0,5,0,0,0,0.0
0.030896799,0.067496875,31,0,0.417817226,6083.0,12,0,1,0,0.0
0.013995298,0.01603393,33,0,0.290044494,3595.0,9,0,1,0,0.0
0.012392735,0.045243305,52,0,0.391944008,7000.0,18,0,1,0,2.0
0.014851905,0.002370312,42,0,0.341711809,4614.0,6,0,1,0,2.0
0.042361306,0.561758201,60,0,0.279902512,5333.0,8,0,1,0,0.0
0.035615628,0.210749097,73,1,0.225358423,2231.0,7,0,1,0,0.0
0.045109712,0.550656844,51,0,0.532282025,8750.0,10,0,2,0,2.0
0.01796101,0.086702549,33,0,0.05341331,3500.0,4,0,0,0,0.0
0.310539815,0.9999999,54,0,0.0,3326.0,2,0,0,1,0.0
0.050498404,0.022412853,44,0,4343.0,6348.071724566328,24,0,3,0,0.0
0.016472188,0.001999818,32,0,0.070074394,4166.0,3,0,0,0,0.0
0.004224893,0.019960001,66,0,0.21327076,7670.0,5,0,1,0,0.0
0.016979973,0.156882983,57,0,0.008569388,4200.0,4,0,0,0,0.0
0.016909946,0.148683359,46,0,0.399697111,8583.0,8,0,2,0,3.0
0.048486474,0.516859326,54,0,0.07016906,5500.0,7,0,0,0,0.0
0.03927387,0.372862731,75,0,439.0,2513.3280399043488,6,0,0,0,0.0
0.020698259,0.260367064,63,0,0.287097782,3200.0,20,0,1,0,0.0
0.389379418,0.623240462,35,0,591.0,2679.365733261372,3,2,0,0,5.0
0.12481446,0.0,38,0,0.674038348,8500.0,17,0,8,0,0.0
0.016493083,0.198085475,45,0,0.320949029,7670.0,10,0,2,0,0.0
0.013625027,0.044441358,47,0,2187.0,3716.6005094758802,7,0,1,0,0.0
0.074640802,0.052996146,79,2,0.358591445,5423.0,16,0,1,0,0.0
0.048047405,0.30282705,44,0,0.249783174,19600.0,12,0,5,0,0.0
0.004319469,0.012453979,70,0,0.110111236,8000.0,5,0,1,0,1.0
0.091575442,0.829486505,49,0,1.134385201,1837.0,11,0,2,0,1.0
0.019212319,0.020416935,52,0,0.006130168,7666.0,8,0,0,0,2.0
0.009155312,0.020093645,63,0,0.003086039,8100.0,3,0,0,0,1.0
